gene_name,romano_initiation_rate,gene_length,folding_energy_70,folding_energy_80,length of 5prime utr,kozak score,N1,N4,in_frame AUG
YMR116C,0.18557,320,-7.4,-7.4,30,6,2,1,0
YGR234W,0.18616,400,-2.6,-1.7,21,5,2,1,0
YPR080W,0.18654,459,-5.1,-5.7,33,7,2,1,0
YDL125C,0.18677,159,-8.6,-8.1,211,3,1,2,2
YPL135W,0.18687,166,-3.2,-4.6,66,6,1,4,0
YLR044C,0.18691,564,-6.1,-6.1,32,9,1,1,0
YIL041W,0.18693,327,-7.2,-7.2,23,5,2,2,0
YGR180C,0.18754,346,-4.4,-4.4,28,4,1,1,0
YDL131W,0.18784,441,-4.9,-5.6,38,7,4,1,0
YDR286C,0.18822,115,-12.4,-9.9,17,7,1,1,0
YBL064C,0.18859,262,-7.6,-7.6,33,6,4,1,0
YER177W,0.18913,268,-3.3,-4.4,40,8,1,1,0
YLR009W,0.19019,200,-10.4,-8.6,179,7,1,1,0
YOR215C,0.19041,186,-9,-9.4,51,6,2,1,0
YGR254W,0.1905,438,-4.5,-6,39,8,1,1,0
YOR257W,0.19102,162,-5.1,-7.6,36,6,2,1,0
YIL011W,0.19155,270,-5.2,-5.2,33,8,1,1,0
YEL026W,0.19254,127,-8.5,-8.9,91,8,2,1,0
YCR003W,0.19307,184,-8,-8,24,5,4,1,0
YFR044C,0.19346,482,-8.3,-5.4,19,7,1,1,0
YGR214W,0.19363,253,-6.1,-6.1,21,8,1,3,0
YOL120C,0.19368,187,-9.5,-5.2,19,6,2,1,0
YBL003C,0.19464,133,-7.5,-7.5,29,6,2,1,0
YER117W,0.19475,138,-5.1,-5.5,31,7,3,1,0
YLR169W,0.19511,118,-5.9,-3.9,776,3,4,2,6
YHR174W,0.19651,438,-3.8,-3.8,31,7,1,1,0
YML008C,0.19677,384,-3,-4.6,35,5,4,1,0
YNL036W,0.19707,222,.0.00,-2.8,52,7,1,1,0
YGL008C,0.19782,919,-9.2,-5.6,237,7,1,1,0
YOL058W,0.19802,421,-6.4,-7.1,73,9,1,1,0
YOR163W,0.19908,189,-11.3,-17,38,7,4,1,0
YNL208W,0.19916,200,-5.5,-5.5,21,8,2,1,0
YNL160W,0.19943,355,-1.7,-5.9,56,5,2,1,0
YDL110C,0.19955,151,-3.3,-4.7,59,9,1,1,0
YKL063C,0.1998,168,-10.5,-6.5,158,5,3,1,0
YLR354C,0.20089,336,-3.4,-6,42,9,2,1,0
YGR192C,0.20098,333,-4.3,-6.6,41,8,1,1,0
YOR189W,0.20152,117,-6.2,-6.2,29,3,2,3,0
YJL138C,0.20206,396,-6.9,-7.4,88,7,2,1,0
YHL034C,0.20328,295,-7.6,-1.6,112,9,1,1,0
YHR183W,0.20498,490,-5.8,-11.3,78,9,1,1,0
YDR044W,0.20514,329,-2.6,-6.8,45,7,1,1,0
YAL038W,0.20519,501,-3.9,-3.9,28,9,1,1,0
YLR112W,0.20625,140,-18,-23.7,44,2,2,2,0
YLR180W,0.20804,383,-2.6,-8.3,57,6,3,1,0
YDR454C,0.21106,188,-8.1,-13.3,38,6,2,3,0
YJL167W,0.21195,353,-5.1,-5.1,57,6,3,3,0
YCL050C,0.21225,322,-1.2,-3.9,63,7,1,1,0
YBR082C,0.21231,149,-4.8,-3.9,210,9,1,1,0
YKL096W,0.21238,240,-0.9,-2.2,48,5,1,1,0
YBR093C,0.21313,468,-5.8,-6.7,37,5,2,4,0
YMR011W,0.21414,542,-6.1,-12.7,40,10,1,1,0
YDL022W,0.21603,392,-2.4,-5.4,88,8,1,1,0
YOL147C,0.21696,237,-4.6,-8.5,73,6,1,1,0
YHR059W,0.21771,131,-1.8,-1.7,54,2,2,1,0
YGL058W,0.21774,173,-6.1,-8.8,59,7,1,3,0
YMR015C,0.21886,539,-3.8,-7,55,8,1,1,0
YLR048W,0.22034,253,-8.5,-9,200,7,1,1,1
YLR286C,0.22053,563,-5.1,-4.8,232,7,1,1,0
YGR285C,0.22201,434,-11.7,-8,14,5,3,1,0
YOR010C,0.22313,252,-12.1,-4.9,340,9,1,1,1
YIL029C,0.22413,143,-9.8,-8.7,106,6,1,1,1
YBR196C,0.22449,555,-4.1,-4.18,43,7,4,1,0
YNL147W,0.22536,116,-6.7,-4.1,216,7,1,1,1
YER011W,0.22604,255,-1.8,-5.6,64,7,2,1,0
YLR259C,0.22618,573,-5.2,-8.5,36,7,2,1,0
YLR126C,0.2264,252,-4.3,-4.6,80,8,1,1,0
YBR022W,0.2273,178,-8,-7.3,85,5,1,3,0
YGR027C,0.22764,109,-0.8,-5.2,36,6,2,1,0
YKL061W,0.23006,114,-7.1,-6.5,18,2,1,3,0
RPL8A+YFP,0.161817629,734,-12.2,-8.9,17,6,4,3,0
RPL8A+YFP,0.210109854,734,-6.9,-5.8,17,8,2,3,0
RPL8A+YFP,0.205497212,734,-8,-6.3,17,6,3,3,0
RPL8A+YFP,0.114451725,734,-7.4,-9.7,17,8,1,4,0
RPL8A+YFP,0.123251597,734,-8.2,-8.7,17,6,2,4,0
RPL8A+YFP,0.102231135,734,-8.2,-5.8,17,6,2,4,0
RPL8A+YFP,0.104389687,734,-12.4,-5.8,17,6,4,1,0
RPL8A+YFP,0.212264692,734,-6.8,-6.9,17,8,2,1,0
RPL8A+YFP,0.209874403,734,-10.5,-11.1,17,7,4,1,0
RPL8A+YFP,0.183864275,734,-10.6,-5.8,17,8,1,1,0
RPL8A+YFP,0.160458098,734,-11.7,-9.2,17,9,1,1,0
RPL8A+YFP,0.148282145,734,-10.3,-9.3,17,7,1,1,0
RPL8A+YFP,0.203579335,734,-11.4,-10.4,17,6,4,1,0
RPL8A+YFP,0.179521923,734,-7.6,-7,17,7,1,1,0
RPL8A+YFP,0.214999645,734,-9.1,-10.1,17,7,3,1,0
RPL8A+YFP,0.183025032,734,-11.3,-6.8,17,8,1,1,0
RPL8A+YFP,0.153854336,734,-12,-6.4,17,6,3,3,0
RPL8A+YFP,0.188470929,734,-7.9,-7.6,17,5,4,3,0
RPL8A+YFP,0.168178565,734,-6.9,-10.7,17,7,1,3,0
RPL8A+YFP,0.177402003,734,-6.8,-6.6,17,4,3,4,0
RPL8A+YFP,0.093947072,734,-6.8,-5.8,17,6,1,4,0
RPL8A+YFP,0.151953848,734,-6.8,-5.8,17,7,1,4,0
RPL8A+YFP,0.115870446,734,-8.5,-5.8,17,6,4,4,0
RPL8A+YFP,0.053917344,734,-8.1,-5.8,17,7,1,4,0
RPL8A+YFP,0.139853144,734,-7,-7.2,17,7,1,4,0
RPL8A+YFP,0.15232761,734,-8,-6.8,17,5,3,4,0
RPL8A+YFP,0.135144822,734,-14.4,-5.8,17,6,2,1,0
RPL8A+YFP,0.124152452,734,-14.3,-9.7,17,5,4,1,0
RPL8A+YFP,0.195852581,734,-11.5,-6.7,17,5,4,1,0
RPL8A+YFP,0.125009103,734,-11.3,-10,17,6,4,1,0
RPL8A+YFP,0.126019888,734,-14.7,-13.1,17,7,3,1,0
RPL8A+YFP,0.098087679,734,-16.5,-13,17,7,3,1,0
RPL8A+YFP,0.203860857,734,-10.6,-10.2,17,9,2,1,0
RPL8A+YFP,0.201604957,734,-12.3,-10,17,7,1,1,0
RPL8A+YFP,0.16567047,734,-12.9,-10.3,17,7,1,1,0
RPL8A+YFP,0.153301069,734,-11.3,-15.2,17,7,4,1,0
RPL8A+YFP,0.160498137,734,-12.6,-9.3,17,7,4,1,0
RPL8A+YFP,0.120551651,734,-11.3,-11,17,7,1,2,0
RPL8A+YFP,0.100993181,734,-9.6,-11.6,17,6,4,2,0
RPL8A+YFP,0.088179341,734,-8.5,-10,17,7,4,2,0
RPL8A+YFP,0.139050066,734,-8.1,-8.5,17,7,1,2,0
RPL8A+YFP,0.139114857,734,-7.5,-10,17,7,1,2,0
RPL8A+YFP,0.111931987,734,-8.1,-8,17,7,1,2,0
RPL8A+YFP,0.185311524,734,-10.6,-7.2,17,4,4,3,0
RPL8A+YFP,0.097080304,734,-13.8,-6.3,17,5,1,3,0
RPL8A+YFP,0.15682883,734,-8.7,-6.2,17,5,4,3,0
RPL8A+YFP,0.093089502,734,-14.7,-6.4,17,6,1,3,0
RPL8A+YFP,0.202535131,734,-8.2,-7.6,17,7,2,3,0
RPL8A+YFP,0.129590235,734,-10.4,-7.9,17,7,1,3,0
RPL8A+YFP,0.185987668,734,-10.3,-6.8,17,7,1,3,0
RPL8A+YFP,0.195123917,734,-8.7,-13.4,17,7,4,3,0
RPL8A+YFP,0.213955331,734,-10.2,-6.1,17,8,1,3,0
RPL8A+YFP,0.136360725,734,-10.4,-9.1,17,6,1,3,0
RPL8A+YFP,0.127352369,734,-11.2,-6.1,17,5,3,3,0
RPL8A+YFP,0.207878393,734,-11.1,-7.4,17,5,3,3,0
RPL8A+YFP,0.18580814,734,-8.6,-8.9,17,7,2,3,0
RPL8A+YFP,0.201299908,734,-8.2,-10.4,17,7,1,3,0
RPL8A+YFP,0.14893452,734,-11.8,-9.9,17,5,1,4,0
RPL8A+YFP,0.145558036,734,-10.6,-7.4,17,5,1,4,0
RPL8A+YFP,0.122273412,734,-6.8,-5.8,17,6,1,4,0
RPL8A+YFP,0.145758154,734,-6.8,-6.9,17,6,1,4,0
RPL8A+YFP,0.132871207,734,-9.2,-10.5,17,7,1,4,0
RPL8A+YFP,0.128641403,734,-10.2,-6.8,17,7,2,4,0
RPL8A+YFP,0.132599749,734,-10.7,-5.8,17,7,1,4,0
RPL8A+YFP,0.174050752,734,-7.5,-5.8,17,7,1,4,0
RPL8A+YFP,0.143243448,734,-9.7,-9,17,7,1,4,0
RPL8A+YFP,0.071778109,734,-8.9,-7.7,17,7,1,4,0
RPL8A+YFP,0.158923997,734,-7.5,-8.9,17,8,1,4,0
RPL8A+YFP,0.163373052,734,-7.9,-9.4,17,5,3,4,0
RPL8A+YFP,0.142470903,734,-10.6,-5.8,17,5,3,4,0
RPL8A+YFP,0.09550539,734,-12.6,-7.6,17,5,4,4,0
RPL8A+YFP,0.106171107,734,-9.6,-7.6,17,6,1,4,0
RPL8A+YFP,0.133514467,734,-8.2,-5.8,17,6,3,4,0
RPL8A+YFP,0.038537092,734,-10.7,-6.6,17,6,4,4,0
RPL8A+YFP,0.031652334,734,-14.1,-9.3,17,6,4,4,0
RPL8A+YFP,0.101857977,734,-10.8,-11.3,17,7,1,4,0
RPL8A+YFP,0.057618323,734,-11.1,-8.5,17,7,1,4,0
RPL8A+YFP,0.174446433,734,-10.9,-14.4,17,5,4,1,0
RPL8A+YFP,0.192095484,734,-9.5,-6.4,17,5,3,1,0
RPL8A+YFP,0.165246977,734,-11.2,-9.4,17,5,4,1,0
RPL8A+YFP,0.144235499,734,-10.4,-8.3,17,6,4,1,0
RPL8A+YFP,0.170187865,734,-12.9,-7,17,7,1,1,0
RPL8A+YFP,0.116533144,734,-13.4,-7.4,17,6,1,1,0
RPL8A+YFP,0.125658128,734,-12.6,-8.1,17,5,4,1,0
RPL8A+YFP,0.195645219,734,-9.7,-8.2,17,6,1,1,0
RPL8A+YFP,0.177870014,734,-10.9,-7,17,6,1,1,0
RPL8A+YFP,0.180837938,734,-9,-9.1,17,6,4,1,0
RPL8A+YFP,0.151350804,734,-10.3,-7.3,17,7,3,1,0
RPL8A+YFP,0.176026246,734,-8.8,-12.1,17,8,1,1,0
RPL8A+YFP,0.18719275,734,-9.4,-6.7,17,7,4,1,0
RPL8A+YFP,0.147522563,734,-10,-11.4,17,7,4,1,0
RPL8A+YFP,0.196242726,734,-8.9,-11.3,17,7,3,1,0
RPL8A+YFP,0.194885501,734,-11.4,-7.4,17,7,4,1,0
RPL8A+YFP,0.197125873,734,-7.8,-9.6,17,7,4,1,0
RPL8A+YFP,0.172976668,734,-11.2,-8.6,17,9,1,1,0
RPL8A+YFP,0.18321886,734,-10.6,-6.9,17,9,1,1,0
RPL8A+YFP,0.191868587,734,-8.3,-7.5,17,6,4,1,0
RPL8A+YFP,0.107989041,734,-15,-8.1,17,6,3,1,0
RPL8A+YFP,0.170259471,734,-11.8,-8.1,17,6,3,1,0
RPL8A+YFP,0.210169996,734,-9.9,-7.6,17,6,3,1,0
RPL8A+YFP,0.164997751,734,-9.6,-8.9,17,6,3,1,0
RPL8A+YFP,0.157571604,734,-11.6,-6.5,17,7,2,1,0
RPL8A+YFP,0.182419527,734,-11.1,-9.9,17,6,3,1,0
RPL8A+YFP,0.152948451,734,-10.8,-9.3,17,6,4,1,0
RPL8A+YFP,0.204060966,734,-8,-5.8,17,7,4,1,0
RPL8A+YFP,0.156902265,734,-7.9,-14.4,17,6,3,2,0
RPL8A+YFP,0.129236083,734,-7.2,-10.2,17,6,4,2,0
RPL8A+YFP,0.100120143,734,-8,-8.6,17,6,4,2,0
RPL8A+YFP,0.043553682,734,-8.1,-7.1,17,7,1,2,0
RPL8A+YFP,0.110210508,734,-7.6,-10,17,7,4,2,0
RPL8A+YFP,0.178611121,734,-9.9,-7.4,17,5,4,3,0
RPL8A+YFP,0.164106069,734,-13.4,-9.5,17,6,2,3,0
RPL8A+YFP,0.132292836,734,-14.1,-5.8,17,7,2,3,0
RPL8A+YFP,0.179185253,734,-12.1,-7.5,17,6,3,3,0
RPL8A+YFP,0.20588687,734,-12,-5.8,17,8,1,3,0
RPL8A+YFP,0.222440291,734,-10.1,-6.6,17,6,4,3,0
RPL8A+YFP,0.216171913,734,-11.1,-13,17,7,1,3,0
RPL8A+YFP,0.181215439,734,-11.5,-13,17,7,2,3,0
RPL8A+YFP,0.200764754,734,-11,-5.8,17,7,2,3,0
RPL8A+YFP,0.171690266,734,-11.1,-8.9,17,6,4,3,0
RPL8A+YFP,0.195209465,734,-14.4,-5.8,17,6,4,3,0
RPL8A+YFP,0.02842011,734,-14.5,-6.8,17,7,3,3,0
RPL8A+YFP,0.22955563,734,-10.5,-6.3,17,7,3,3,0
RPL8A+YFP,0.205023603,734,-11.6,-8.6,17,7,4,3,0
RPL8A+YFP,0.201912692,734,-12.8,-12.4,17,7,4,3,0
RPL8A+YFP,0.144011593,734,-10.1,-12.1,17,7,4,3,0
RPL8A+YFP,0.124168367,734,-15.2,-9.3,17,8,1,3,0
RPL8A+YFP,0.220801642,734,-10.1,-8.9,17,8,1,3,0
RPL8A+YFP,0.099757057,734,-11.2,-8.9,17,6,1,4,0
RPL8A+YFP,0.068968471,734,-10.2,-8.8,17,5,4,4,0
RPL8A+YFP,0.059268177,734,-11.7,-8.8,17,6,1,4,0
RPL8A+YFP,0.030004967,734,-7.9,-9.4,17,6,4,4,0
RPL8A+YFP,0.179773576,734,-10.2,-8.8,17,6,3,4,0
RPL8A+YFP,0.117908259,734,-13.6,-9.4,17,7,1,4,0
RPL8A+YFP,0.135286361,734,-12.1,-9,17,6,3,4,0
RPL8A+YFP,0.066939176,734,-12.3,-13.2,17,6,4,4,0
RPL8A+YFP,0.113506848,734,-9.4,-8.8,17,7,1,4,0
RPL8A+YFP,0.148153503,734,-9.8,-8.8,17,6,3,4,0
RPL8A+YFP,0.137638871,734,-11.9,-11.5,17,6,3,4,0
RPL8A+YFP,0.129696169,734,-10.2,-8.8,17,7,1,4,0
RPL8A+YFP,0.109757778,734,-8.1,-8.8,17,8,2,4,0
RPL8A+YFP,0.154866835,734,-7.1,-8.8,17,6,4,4,0
RPL8A+YFP,0.139767839,734,-8.2,-9.9,17,6,4,4,0
RPL8A+YFP,0.111980396,734,-11.2,-6.8,17,7,1,4,0
RPL8A+YFP,0.168672814,734,-8.6,-7,17,6,4,4,0
RPL8A+YFP,0.109052305,734,-8.8,-6.9,17,7,1,4,0
RPL8A+YFP,0.146350121,734,-7.6,-6.7,17,7,1,4,0
RPL8A+YFP,0.151158739,734,-7.7,-8,17,7,1,4,0
RPL8A+YFP,0.14545773,734,-8.7,-10.7,17,8,2,4,0
RPL8A+YFP,0.089486489,734,-10.2,-8.9,17,7,3,4,0
RPL8A+YFP,0.038905877,734,-9.5,-6.5,17,7,4,4,0
RPL8A+YFP,0.146569108,734,-7.7,-10.8,17,8,1,4,0
RPL8A+YFP,0.165024662,734,-8.7,-11,17,6,4,1,0
RPL8A+YFP,0.188945511,734,-8.6,-6.6,17,7,4,1,0
RPL8A+YFP,0.184662965,734,-13.4,-8.5,17,8,1,1,0
RPL8A+YFP,0.216869571,734,-9.8,-10.6,17,6,4,1,0
RPL8A+YFP,0.213613042,734,-12,-8.9,17,7,1,1,0
RPL8A+YFP,0.198859879,734,-15.4,-6.8,17,8,2,1,0
RPL8A+YFP,0.173446478,734,-11,-5.8,17,7,3,1,0
RPL8A+YFP,0.199146249,734,-10.4,-5.8,17,7,3,1,0
RPL8A+YFP,0.220690981,734,-7.2,-9.9,17,7,3,1,0
RPL8A+YFP,0.11571472,734,-13.4,-5.8,17,7,3,1,0
RPL8A+YFP,0.203410688,734,-11.5,-7.5,17,7,4,1,0
RPL8A+YFP,0.192358038,734,-11.5,-6.3,17,8,1,1,0
RPL8A+YFP,0.224142196,734,-8.5,-6.4,17,8,1,1,0
RPL8A+YFP,0.190997006,734,-10.6,-7.7,17,8,2,1,0
RPL8A+YFP,0.1672688,734,-10.7,-9.2,17,7,4,1,0
RPL8A+YFP,0.188552764,734,-7.8,-7.9,17,7,4,1,0
RPL8A+YFP,0.196584739,734,-10.5,-5.8,17,7,4,1,0
RPL8A+YFP,0.167099,734,-10.6,-7.4,17,7,4,1,0
RPL8A+YFP,0.152943844,734,-12.2,-7.3,17,7,4,1,0
RPL8A+YFP,0.150134469,734,-9.3,-5.9,17,9,2,1,0
RPL8A+YFP,0.143011767,734,-13.2,-9,17,8,3,1,0
RPL8A+YFP,0.184398679,734,-12.5,-10.7,17,8,4,1,0
RPL8A+YFP,0.215649774,734,-9.6,-9.2,17,8,4,1,0
RPL8A+YFP,0.215152499,734,-8.2,-10.7,17,9,1,1,0
RPL8A+YFP,0.229524576,734,-7.8,-14.1,17,8,1,1,0
RPL8A+YFP,0.187730145,734,-14.5,-14.4,17,8,2,1,0
RPL8A+YFP,0.188401791,734,-11.4,-9.5,17,7,3,1,0
RPL8A+YFP,0.184301813,734,-12.2,-9.7,17,8,1,1,0
RPL8A+YFP,0.208671041,734,-11.5,-9.1,17,8,1,1,0
RPL8A+YFP,0.221126625,734,-7.2,-5.8,17,8,1,1,0
RPL8A+YFP,0.220219053,734,-10.3,-12.8,17,8,2,1,0
RPL8A+YFP,0.220368991,734,-9.5,-10.2,17,8,2,1,0
RPL8A+YFP,0.211400031,734,-8.4,-10.2,17,7,4,1,0
RPL8A+YFP,0.217607974,734,-8.4,-7.2,17,7,4,1,0
RPL8A+YFP,0.127416685,734,-12.2,-9.3,17,7,4,1,0
RPL8A+YFP,0.186980886,734,-10.2,-6.4,17,8,1,1,0
RPL8A+YFP,0.214765236,734,-9.5,-9.2,17,8,1,1,0
RPL8A+YFP,0.149982326,734,-9.2,-10.3,17,8,1,1,0
RPL8A+YFP,0.175623615,734,-10.6,-7.5,17,8,3,1,0
RPL8A+YFP,0.197119841,734,-9.5,-9.2,17,8,4,1,0
RPL8A+YFP,0.183923179,734,-12.2,-9.3,17,9,1,1,0
RPL8A+YFP,0.106897108,734,-6.8,-10.9,17,4,3,2,0
RPL8A+YFP,0.172617555,734,-9.4,-8.5,17,6,2,3,0
RPL8A+YFP,0.12742199,734,-9.7,-11.9,17,6,3,3,0
RPL8A+YFP,0.162226268,734,-10.5,-11.2,17,6,4,3,0
RPL8A+YFP,0.149837711,734,-7.6,-8.3,17,7,1,3,0
RPL8A+YFP,0.162053237,734,-6.9,-6.9,17,6,4,4,0
RPL8A+YFP,0.077062723,734,-11.9,-6.5,17,7,1,4,0
RPL8A+YFP,0.06625403,734,-11.1,-10.2,17,8,1,4,0
RPL8A+YFP,0.101090095,734,-12.6,-7.3,17,5,4,4,0
RPL8A+YFP,0.121325492,734,-10.1,-7.2,17,5,3,4,0
RPL8A+YFP,0.100883197,734,-9.7,-10.9,17,5,4,4,0
RPL8A+YFP,0.14896411,734,-11.3,-8.5,17,6,1,1,0
RPL8A+YFP,0.121403893,734,-12.4,-5.9,17,6,4,1,0
RPL8A+YFP,0.033844621,734,-8.9,-9.3,17,5,4,1,0
RPL8A+YFP,0.207614273,734,-8.9,-8.2,17,7,4,1,0
RPL8A+YFP,0.174636352,734,-12.8,-6.3,17,8,1,1,0
RPL8A+YFP,0.171803024,734,-11.4,-6.3,17,7,4,1,0
RPL8A+YFP,0.176761013,734,-7.7,-10.9,17,7,1,1,0
RPL8A+YFP,0.156590027,734,-13.4,-5.8,17,8,1,1,0
RPL8A+YFP,0.045074403,734,-8.6,-8.9,17,7,1,2,0
RPL8A+YFP,0.097403567,734,-10.5,-8.2,17,6,1,3,0
RPL8A+YFP,0.106096567,734,-10.9,-5.8,17,5,3,3,0
RPL8A+YFP,0.03377145,734,-13.6,-6.9,17,5,4,3,0
RPL8A+YFP,0.094894628,734,-10.8,-6.9,17,6,1,3,0
RPL8A+YFP,0.047336587,734,-13.9,-9.1,17,7,1,3,0
RPL8A+YFP,0.039056306,734,-11.5,-10.9,17,6,4,4,0
RPL8A+YFP,0.073725234,734,-7.9,-5.8,17,7,1,4,0
RPL8A+YFP,0.053528928,734,-10.6,-8.1,17,8,1,4,0
RPL8A+YFP,0.078734034,734,-11.9,-8.3,17,6,2,4,0
RPL8A+YFP,0.096720202,734,-7.8,-9.2,17,5,4,4,0
RPL8A+YFP,0.078803104,734,-9.5,-6.3,17,5,4,4,0
RPL8A+YFP,0.040663296,734,-11.9,-5.8,17,5,4,4,0
RPL8A+YFP,0.070056007,734,-8.6,-10.6,17,6,1,4,0
RPL8A+YFP,0.132818109,734,-9.6,-11.6,17,6,1,1,0
RPL8A+YFP,0.169633779,734,-11.7,-7.5,17,6,1,1,0
RPL8A+YFP,0.139774729,734,-9.7,-11.3,17,7,2,1,0
RPL8A+YFP,0.160468599,734,-10.4,-8.8,17,5,3,1,0
RPL8A+YFP,0.113794026,734,-13.8,-8.4,17,6,1,1,0
RPL8A+YFP,0.112494008,734,-9.9,-10,17,6,4,1,0
RPL8A+YFP,0.18436717,734,-9.8,-11.1,17,7,4,1,0
RPL8A+YFP,0.229110672,734,-9.7,-7.9,17,7,4,1,0
RPL8A+YFP,0.150405403,734,-8.8,-7.6,17,8,1,1,0
RPL8A+YFP,0.028980479,734,-11.9,-6.7,17,7,4,1,0
RPL8A+YFP,0.173455791,734,-8.1,-10.1,17,8,4,1,0
RPL8A+YFP,0.115282281,734,-11.7,-6.7,17,8,4,1,0
RPL8A+YFP,0.157025163,734,-12,-12.1,17,8,4,1,0
RPL8A+YFP,0.174005968,734,-9.3,-6.5,17,6,4,1,0
RPL8A+YFP,0.137896277,734,-11.4,-10.5,17,7,1,1,0
RPL8A+YFP,0.158847491,734,-12,-10.5,17,6,4,1,0
RPL8A+YFP,0.128376944,734,-11.3,-10.5,17,6,4,1,0
RPL8A+YFP,0.060947265,734,-11.3,-10.5,17,4,4,2,0
RPL8A+YFP,0.162836564,734,-11.5,-10.5,17,6,3,2,0
RPL8A+YFP,0.051429337,734,-12.3,-11.4,17,7,1,2,0
RPL8A+YFP,0.126592823,734,-8.4,-10.5,17,7,1,2,0
RPL8A+YFP,0.156821691,734,-6.8,-10.1,17,7,4,2,0
RPL8A+YFP,0.182489137,734,-8.2,-10.2,17,8,1,2,0
RPL8A+YFP,0.114777552,734,-11.3,-6.8,17,8,1,2,0
RPL8A+YFP,0.083505087,734,-8,-10.6,17,5,4,2,0
RPL8A+YFP,0.047577871,734,-8,-7.5,17,5,4,2,0
RPL8A+YFP,0.151246207,734,-11.5,-10.9,17,7,1,3,0
RPL8A+YFP,0.187021019,734,-6.9,-6.8,17,7,2,3,0
RPL8A+YFP,0.187437108,734,-7,-8.5,17,7,2,3,0
RPL8A+YFP,0.032006996,734,-6.8,-9.8,17,7,2,3,0
RPL8A+YFP,0.175864646,734,-10.1,-6.8,17,6,4,3,0
RPL8A+YFP,0.075955291,734,-14.1,-12.2,17,7,1,3,0
RPL8A+YFP,0.193343145,734,-11.2,-7.8,17,8,1,3,0
RPL8A+YFP,0.16912472,734,-9.8,-10.4,17,6,1,3,0
RPL8A+YFP,0.194541434,734,-7.7,-8.4,17,6,1,3,0
RPL8A+YFP,0.162264868,734,-13.7,-8.5,17,5,3,3,0
RPL8A+YFP,0.186232253,734,-9.9,-12.5,17,5,4,3,0
RPL8A+YFP,0.134340191,734,-11.1,-8.3,17,5,4,3,0
RPL8A+YFP,0.187369269,734,-8,-7.4,17,6,3,3,0
RPL8A+YFP,0.093278458,734,-13.9,-8.4,17,6,4,3,0
RPL8A+YFP,0.205875631,734,-10.5,-7.2,17,6,4,3,0
RPL8A+YFP,0.141765288,734,-10.8,-10.6,17,4,4,4,0
RPL8A+YFP,0.146654099,734,-12.9,-6.7,17,5,3,4,0
RPL8A+YFP,0.094942292,734,-14.7,-10.4,17,5,3,4,0
RPL8A+YFP,0.155230197,734,-11.2,-10.7,17,6,1,4,0
RPL8A+YFP,0.074595953,734,-11.5,-8,17,4,4,4,0
RPL8A+YFP,0.116323163,734,-10.9,-6.7,17,5,1,4,0
RPL8A+YFP,0.088425029,734,-10.9,-10.7,17,5,1,4,0
RPL8A+YFP,0.166508903,734,-12.1,-10,17,5,3,4,0
RPL8A+YFP,0.120364284,734,-12.1,-10,17,5,3,4,0
RPL8A+YFP,0.107969458,734,-14.8,-11.8,17,6,1,4,0
RPL8A+YFP,0.105327869,734,-9.7,-10.2,17,7,1,4,0
RPL8A+YFP,0.149338418,734,-9.5,-9,17,7,1,4,0
RPL8A+YFP,0.166329335,734,-9.3,-7.1,17,7,1,4,0
RPL8A+YFP,0.133348491,734,-10,-5.8,17,7,1,4,0
RPL8A+YFP,0.142802204,734,-9.7,-5.8,17,7,1,4,0
RPL8A+YFP,0.17163882,734,-9.3,-10,17,7,2,4,0
RPL8A+YFP,0.166910462,734,-10.2,-5.8,17,6,4,4,0
RPL8A+YFP,0.201364554,734,-9.3,-7,17,6,4,4,0
RPL8A+YFP,0.152894569,734,-9.3,-14.8,17,7,1,4,0
RPL8A+YFP,0.124628509,734,-9.4,-14.6,17,7,1,4,0
RPL8A+YFP,0.122079914,734,-9.3,-10.2,17,8,2,4,0
RPL8A+YFP,0.079408259,734,-12.1,-5.8,17,7,4,4,0
RPL8A+YFP,0.043977214,734,-14.1,-5.8,17,7,4,4,0
RPL8A+YFP,0.193357465,734,-9.3,-5.8,17,8,1,4,0
RPL8A+YFP,0.128090066,734,-11,-8.8,17,8,1,4,0
RPL8A+YFP,0.121407737,734,-11,-12.8,17,8,1,4,0
RPL8A+YFP,0.136447569,734,-11.2,-8.7,17,8,1,4,0
RPL8A+YFP,0.18070629,734,-10.5,-8.5,17,5,3,4,0
RPL8A+YFP,0.189216021,734,-10.5,-6.5,17,5,4,4,0
RPL8A+YFP,0.092779277,734,-12.8,-12.4,17,6,1,4,0
RPL8A+YFP,0.116543715,734,-12.1,-8.6,17,5,3,4,0
RPL8A+YFP,0.134005544,734,-14.7,-9.8,17,5,4,4,0
RPL8A+YFP,0.135881969,734,-11.8,-6.2,17,6,1,4,0
RPL8A+YFP,0.058062777,734,-12,-12.6,17,5,4,4,0
RPL8A+YFP,0.078058826,734,-10.6,-7.5,17,5,4,4,0
RPL8A+YFP,0.082347367,734,-10.8,-5.8,17,5,4,4,0
RPL8A+YFP,0.110866994,734,-10.6,-11.6,17,5,4,4,0
RPL8A+YFP,0.104460694,734,-10.6,-7.1,17,6,1,4,0
RPL8A+YFP,0.164283675,734,-12.1,-6.4,17,6,3,4,0
RPL8A+YFP,0.090322927,734,-16.4,-10.2,17,6,4,4,0
RPL8A+YFP,0.07666579,734,-15,-7.7,17,6,4,4,0
RPL8A+YFP,0.160073414,734,-10.4,-8.7,17,5,4,1,0
